Number,Species,Type 1,Type 2,,MovePool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Dratini,Dragon,,Starter,Wrap,Starter,Leer,Starter,Twister,Beginner,Thunder Wave,Beginner,Dragon Tail,Amateur,Agility,Amateur,Slam,Ace,Aqua Tail,Ace,Dragon Rush,Ace,Safeguard,Pro,Rain Dance,Pro,Dragon Dance,Elite,Outrage,Elite,Hyper Beam,,,,,,,,,,,,,,
148,Dragonair,Dragon,,Starter,Wrap,Starter,Leer,Starter,Twister,Starter,Thunder Wave,Beginner,Dragon Tail,Amateur,Agility,Amateur,Slam,Ace,Aqua Tail,Ace,Dragon Rush,Pro,Safeguard,Pro,Rain Dance,Elite,Dragon Dance,Master,Outrage,Master,Hyper Beam,,,,,,,,,,,,,,
149,Dragonite,Dragon,Flying,Starter,Wrap,Starter,Leer,Starter,Twister,Starter,Thunder Wave,Beginner,Dragon Tail,Amateur,Agility,Amateur,Slam,Ace,Aqua Tail,Ace,Dragon Rush,Pro,Safeguard,Pro,Rain Dance,Elite,Dragon Dance,Elite,Wing Attack,Elite,Hurricane,Master,Hyper Beam,Master,Roost,,,,,,,,,,
150,Mewtwo,Psychic,,Starter,Disable,Starter,Confusion,Starter,Swift,Starter,Life Dew,Beginner,Ancient Power,Amateur,Psycho Cut,Amateur,Safeguard,Ace,Amnesia,Ace,Aura Sphere,Pro,Psychic,Elite,Power Swap,Elite,Guard Swap,Elite,Mist,Master,Psystrike,Master,Recover,Master,Future Sight,,,,,,,,,,
150,Mega Mewtwo X,Psychic,Fighting,Starter,Disable,Starter,Confusion,Starter,Swift,Starter,Life Dew,Beginner,Ancient Power,Amateur,Psycho Cut,Amateur,Safeguard,Ace,Amnesia,Ace,Aura Sphere,Pro,Psychic,Elite,Power Swap,Elite,Guard Swap,Elite,Mist,Master,Psystrike,Master,Recover,Master,Future Sight,,,,,,,,,,
150,Mega Mewtwo Y,Psychic,,Starter,Disable,Starter,Confusion,Starter,Swift,Starter,Life Dew,Beginner,Ancient Power,Amateur,Psycho Cut,Amateur,Safeguard,Ace,Amnesia,Ace,Aura Sphere,Pro,Psychic,Elite,Power Swap,Elite,Guard Swap,Elite,Mist,Master,Psystrike,Master,Recover,Master,Future Sight,,,,,,,,,,
151,Mew,Psychic,,Starter,Pound,Starter,Reflect Type,Beginner,Amnesia,Amateur,Baton Pass,Ace,Ancient Power,Ace,Life Dew,Pro,Nasty Plot,Elite,Metronome,Master,Imprison,Master,Transform,Master,Aura Sphere,Master,Psychic,,,,,,,,,,,,,,,,,,
152,Chikorita,Grass,,Starter,Tackle,Starter,Growl,Beginner,Razor Leaf,Beginner,Poison Powder,Beginner,Synthesis,Amateur,Reflect,Amateur,Magical Leaf,Amateur,Nature Power,Amateur,Sweet Scent,Ace,Light Screen,Ace,Body Slam,Ace,Safeguard,Pro,Aromatherapy,Pro,Solar Beam,,,,,,,,,,,,,,
153,Bayleef,Grass,,Starter,Tackle,Starter,Growl,Beginner,Razor Leaf,Beginner,Poison Powder,Beginner,Synthesis,Amateur,Reflect,Amateur,Magical Leaf,Amateur,Nature Power,Ace,Sweet Scent,Ace,Light Screen,Ace,Body Slam,Pro,Safeguard,Pro,Aromatherapy,Elite,Solar Beam,,,,,,,,,,,,,,
154,Meganium,Grass,,Starter,Tackle,Starter,Growl,Beginner,Razor Leaf,Beginner,Poison Powder,Beginner,Synthesis,Amateur,Reflect,Amateur,Magical Leaf,Amateur,Nature Power,Ace,Petal Dance,Ace,Sweet Scent,Ace,Light Screen,Pro,Body Slam,Pro,Safeguard,Elite,Aromatherapy,Master,Solar Beam,Master,Petal Blizzard,,,,,,,,,,
155,Cyndaquil,Fire,,Starter,Tackle,Starter,Leer,Beginner,Smokescreen,Beginner,Ember,Beginner,Quick Attack,Amateur,Flame Wheel,Amateur,Defense Curl,Amateur,Flame Charge,Ace,Swift,Ace,Lava Plume,Ace,Flamethrower,Pro,Inferno,Pro,Rollout,Elite,Double-Edge,Elite,Overheat,Elite,Eruption,,,,,,,,,,
156,Quilava,Fire,,Starter,Tackle,Starter,Leer,Starter,Smokescreen,Beginner,Ember,Beginner,Quick Attack,Amateur,Flame Wheel,Amateur,Defense Curl,Ace,Swift,Ace,Flame Charge,Pro,Lava Plume,Pro,Flamethrower,Pro,Inferno,Elite,Rollout,Elite,Double-Edge,Master,Overheat,Master,Eruption,,,,,,,,,,
157,Typhlosion,Fire,,Starter,Tackle,Starter,Leer,Starter,Smokescreen,Starter,Ember,Beginner,Quick Attack,Amateur,Flame Wheel,Amateur,Defense Curl,Ace,Swift,Ace,Flame Charge,Pro,Lava Plume,Pro,Flamethrower,Elite,Inferno,Elite,Rollout,Master,Double-Edge,Master,Overheat,Master,Eruption,,,,,,,,,,
157,Hisuian Typhlosion,Fire,Ghost,Starter,Tackle,Starter,Leer,Starter,Smokescreen,Starter,Ember,Beginner,Quick Attack,Amateur,Flame Wheel,Amateur,Defense Curl,Ace,Swift,Ace,Infernal Parade,Ace,Flame Charge,Pro,Lava Plume,Pro,Flamethrower,Elite,Inferno,Elite,Rollout,Master,Double-Edge,Master,Overheat,Master,Eruption,,,,,,,,
158,Totodile,Water,,Starter,Scratch,Starter,Leer,Beginner,Water Gun,Beginner,Mud Slap,Beginner,Bite,Beginner,Scary Face,Amateur,Ice Fang,Amateur,Flail,Amateur,Crunch,Amateur,Low Kick,Ace,Slash,Ace,Screech,Pro,Thrash,Pro,Aqua Tail,Pro,Superpower,Pro,Hydro Pump,,,,,,,,,,
159,Croconaw,Water,,Starter,Scratch,Starter,Leer,Beginner,Water Gun,Beginner,Mud Slap,Beginner,Bite,Beginner,Scary Face,Amateur,Ice Fang,Amateur,Flail,Ace,Crunch,Ace,Low Kick,Ace,Slash,Pro,Screech,Pro,Thrash,Pro,Aqua Tail,Elite,Superpower,Elite,Hydro Pump,,,,,,,,,,
160,Feraligatr,Water,,Starter,Scratch,Starter,Leer,Beginner,Water Gun,Beginner,Mud Slap,Beginner,Bite,Beginner,Scary Face,Amateur,Ice Fang,Amateur,Flail,Ace,Agility,Ace,Crunch,Ace,Low Kick,Pro,Air Slash,Pro,Screech,Elite,Thrash,Elite,Aqua Tail,Master,Superpower,Master,Hydro Pump,,,,,,,,
161,Sentret,Normal,,Starter,Scratch,Starter,Growl,Starter,Defense Curl,Beginner,Quick Attack,Beginner,Fury Swipes,Amateur,Helping Hand,Amateur,Follow Me,Amateur,Slam,Amateur,Rest,Ace,Sucker Punch,Ace,Amnesia,Ace,Baton Pass,Pro,Reversal,Pro,Hyper Voice,,,,,,,,,,,,,,
162,Furret,Normal,,Starter,Scratch,Starter,Growl,Starter,Defense Curl,Beginner,Agility,Beginner,Quick Attack,Beginner,Fury Swipes,Amateur,Helping Hand,Amateur,Follow Me,Amateur,Body Slam,Ace,Rest,Ace,Sucker Punch,Pro,Amnesia,Pro,Baton Pass,Pro,Reversal,Elite,Hyper Voice,,,,,,,,,,,,
163,Hoothoot,Normal,Flying,Starter,Peck,Starter,Growl,Starter,Tackle,Beginner,Echoed Voice,Beginner,Confusion,Beginner,Reflect,Beginner,Psycho Shift,Amateur,Air Slash,Amateur,Extrasensory,Amateur,Take Down,Amateur,Uproar,Ace,Roost,Ace,Moonblast,Ace,Hypnosis,Ace,Dream Eater,,,,,,,,,,,,
164,Noctowl,Normal,Flying,Starter,Drill Peck,Starter,Growl,Starter,Tackle,Starter,Echoed Voice,Beginner,Confusion,Beginner,Reflect,Beginner,Psycho Shift,Amateur,Air Slash,Amateur,Extrasensory,Amateur,Take Down,Ace,Uproar,Ace,Roost,Pro,Moonblast,Pro,Hypnosis,Pro,Dream Eater,,,,,,,,,,,,
165,Ledyba,Bug,Flying,Starter,Tackle,Starter,Supersonic,Beginner,Swift,Beginner,Light Screen,Beginner,Reflect,Beginner,Safeguard,Beginner,Mach Punch,Amateur,Roost,Amateur,Struggle Bug,Amateur,Baton Pass,Ace,Agility,Ace,Bug Buzz,Ace,Air Slash,Ace,Double-Edge,,,,,,,,,,,,,,
166,Ledian,Bug,Flying,Starter,Tackle,Starter,Supersonic,Beginner,Swift,Beginner,Light Screen,Beginner,Reflect,Beginner,Safeguard,Beginner,Mach Punch,Amateur,Roost,Amateur,Struggle Bug,Ace,Baton Pass,Ace,Agility,Ace,Bug Buzz,Pro,Air Slash,Pro,Double-Edge,,,,,,,,,,,,,,
167,Spinarak,Bug,Poison,Starter,Poison Sting,Starter,String Shot,Starter,Absorb,Beginner,Infestation,Beginner,Scary Face,Beginner,Night Shade,Amateur,Shadow Sneak,Amateur,Fury Swipes,Amateur,Sucker Punch,Ace,Leech Life,Ace,Agility,Ace,Pin Missile,Ace,Psychic,Pro,Poison Jab,Pro,Cross Poison,Pro,Sticky Web,Pro,Toxic Thread,,,,,,,,
168,Ariados,Bug,Poison,Starter,Poison Sting,Starter,String Shot,Starter,Absorb,Beginner,Infestation,Beginner,Scary Face,Beginner,Night Shade,Amateur,Shadow Sneak,Amateur,Fury Swipes,Amateur,Sucker Punch,Ace,Leech Life,Ace,Agility,Pro,Pin Missile,Pro,Psychic,Pro,Poison Jab,Elite,Cross Poison,Elite,Sticky Web,Elite,Toxic Thread,,,,,,,,
169,Crobat,Poison,Flying,Starter,Absorb,Starter,Supersonic,Starter,Astonish,Beginner,Mean Look,Beginner,Poison Fang,Amateur,Quick Guard,Amateur,Air Cutter,Amateur,Cross Poison,Ace,Bite,Pro,Haze,Pro,Venoshock,Elite,Confuse Ray,Elite,Air Slash,Master,Leech Life,,,,,,,,,,,,,,
170,Chinchou,Water,Electric,Starter,Water Gun,Starter,Supersonic,Starter,Electro Ball,Beginner,Thunder Wave,Beginner,Bubble Beam,Amateur,Confuse Ray,Amateur,Spark,Amateur,Charge,Amateur,Discharge,Ace,Aqua Ring,Ace,Flail,Ace,Take Down,Pro,Hydro Pump,,,,,,,,,,,,,,,,
171,Lanturn,Water,Electric,Starter,Water Gun,Starter,Supersonic,Starter,Electro Ball,Beginner,Thunder Wave,Beginner,Bubble Beam,Amateur,Stockpile,Amateur,Swallow,Amateur,Spit Up,Amateur,Confuse Ray,Amateur,Spark,Amateur,Charge,Ace,Discharge,Ace,Aqua Ring,Pro,Flail,Pro,Take Down,Pro,Hydro Pump,,,,,,,,,,
172,Pichu,Electric,,Starter,Thunder Shock,Starter,Tail Whip,Starter,Play Nice,Beginner,Sweet Kiss,Beginner,Nuzzle,Amateur,Nasty Plot,Amateur,Charm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Cleffa,Fairy,,Starter,Splash,Starter,Pound,Starter,Copycat,Starter,Sing,Beginner,Sweet Kiss,Beginner,Disarming Voice,Amateur,Encore,Amateur,Charm,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Igglybuff,Normal,Fairy,Starter,Sing,Starter,Pound,Starter,Copycat,Starter,Defense Curl,Beginner,Sweet Kiss,Beginner,Disarming Voice,Amateur,Disable,Amateur,Charm,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Togepi,Fairy,,Starter,Growl,Starter,Pound,Starter,Sweet Kiss,Beginner,Life Dew,Beginner,Charm,Amateur,Ancient Power,Amateur,Yawn,Amateur,Metronome,Amateur,After You,Ace,Double-Edge,Ace,Safeguard,Ace,Follow Me,Pro,Baton Pass,Pro,Last Resort,Pro,Wish,,,,,,,,,,,,
176,Togetic,Fairy,Flying,Starter,Fairy Wind,Starter,Growl,Starter,Pound,Starter,Sweet Kiss,Starter,Life Dew,Beginner,Charm,Amateur,Ancient Power,Amateur,Yawn,Amateur,Metronome,Amateur,After You,Ace,Double-Edge,Ace,Safeguard,Ace,Follow Me,Pro,Baton Pass,Pro,Last Resort,Pro,Wish,,,,,,,,,,
177,Natu,Psychic,Flying,Starter,Peck,Starter,Leer,Starter,Stored Power,Beginner,Teleport,Beginner,Confuse Ray,Amateur,Night Shade,Amateur,Psycho Shift,Ace,Power Swap,Ace,Guard Swap,Ace,Psychic,Ace,Wish,Pro,Future Sight,,,,,,,,,,,,,,,,,,
178,Xatu,Psychic,Flying,Starter,Peck,Starter,Leer,Starter,Stored Power,Starter,Teleport,Beginner,Confuse Ray,Amateur,Air Slash,Amateur,Tailwind,Amateur,Night Shade,Amateur,Psycho Shift,Ace,Power Swap,Ace,Guard Swap,Pro,Psychic,Pro,Wish,Elite,Future Sight,,,,,,,,,,,,,,
179,Mareep,Electric,,Starter,Tackle,Starter,Growl,Starter,Thunder Wave,Beginner,Thunder Shock,Beginner,Cotton Spore,Beginner,Charge,Amateur,Take Down,Amateur,Electro Ball,Amateur,Confuse Ray,Ace,Power Gem,Ace,Discharge,Ace,Cotton Guard,Ace,Dazzling Gleam,Pro,Light Screen,Pro,Thunder,,,,,,,,,,,,
180,Flaaffy,Electric,,Starter,Tackle,Starter,Growl,Starter,Thunder Wave,Beginner,Thunder Shock,Beginner,Cotton Spore,Amateur,Charge,Amateur,Take Down,Amateur,Electro Ball,Ace,Confuse Ray,Ace,Power Gem,Ace,Discharge,Pro,Cotton Guard,Pro,Dazzling Gleam,Pro,Light Screen,Elite,Thunder,,,,,,,,,,,,
181,Ampharos,Electric,,Starter,Tackle,Starter,Growl,Starter,Thunder Wave,Beginner,Thunder Shock,Beginner,Cotton Spore,Amateur,Charge,Amateur,Take Down,Amateur,Electro Ball,Ace,Thunder Punch,Ace,Confuse Ray,Ace,Power Gem,Ace,Discharge,Pro,Cotton Guard,Pro,Dazzling Gleam,Elite,Light Screen,Elite,Thunder,Elite,Dragon Pulse,,,,,,,,
181,Mega Ampharos,Electric,Dragon,Starter,Tackle,Starter,Growl,Starter,Thunder Wave,Beginner,Thunder Shock,Beginner,Cotton Spore,Amateur,Charge,Amateur,Take Down,Amateur,Electro Ball,Ace,Thunder Punch,Ace,Confuse Ray,Ace,Power Gem,Ace,Discharge,Pro,Cotton Guard,Pro,Charge Beam,Elite,Light Screen,Elite,Thunder,Elite,Dragon Pulse,,,,,,,,
182,Bellossom,Grass,,Starter,Absorb,Starter,Growth,Starter,Acid,Amateur,Petal Blizzard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Marill,Water,Fairy,Starter,Tackle,Starter,Defense Curl,Starter,Tail Whip,Beginner,Bubble Beam,Beginner,Water Gun,Beginner,Charm,Beginner,Rollout,Beginner,Slam,Beginner,Bounce,Amateur,Helping Hand,Amateur,Aqua Tail,Amateur,Play Rough,Amateur,Aqua Ring,Amateur,Rain Dance,Ace,Hydro Pump,Ace,Double-Edge,Ace,Superpower,,,,,,,,
184,Azumarill,Water,Fairy,Starter,Tackle,Starter,Defense Curl,Starter,Tail Whip,Beginner,Bubble Beam,Beginner,Water Gun,Beginner,Charm,Beginner,Rollout,Beginner,Slam,Beginner,Bounce,Amateur,Helping Hand,Amateur,Aqua Tail,Amateur,Play Rough,Ace,Aqua Ring,Ace,Rain Dance,Ace,Hydro Pump,Pro,Double-Edge,Pro,Superpower,,,,,,,,
185,Sudowoodo,Rock,,Starter,Flail,Beginner,Rock Throw,Beginner,Block,Amateur,Mimic,Amateur,Slam,Amateur,Rock Tomb,Amateur,Tearful Look,Amateur,Sucker Punch,Ace,Rock Slide,Ace,Low Kick,Ace,Counter,Pro,Double-Edge,Pro,Stone Edge,Pro,Head Smash,Pro,Hammer Arm,Elite,Wood Hammer,,,,,,,,,,
186,Politoed,Water,,Starter,Water Gun,Starter,Hypnosis,Amateur,Bounce,Amateur,Swagger,Pro,Perish Song,Pro,Hyper Voice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Hoppip,Grass,Flying,Starter,Splash,Starter,Tackle,Starter,Tail Whip,Beginner,Absorb,Beginner,Fairy Wind,Beginner,Poison Powder,Beginner,Stun Spore,Beginner,Sleep Powder,Beginner,Bullet Seed,Beginner,Synthesis,Amateur,Leech Seed,Amateur,Mega Drain,Amateur,Acrobatics,Amateur,Cotton Spore,Ace,U-Turn,Ace,Giga Drain,Ace,Bounce,Ace,Memento,,,,,,
188,Skiploom,Grass,Flying,Starter,Splash,Starter,Tail Whip,Starter,Absorb,Starter,Synthesis,Beginner,Tackle,Beginner,Poison Powder,Beginner,Stun Spore,Beginner,Sleep Powder,Beginner,Bullet Seed,Beginner,Fairy Wind,Amateur,Leech Seed,Amateur,Mega Drain,Amateur,Acrobatics,Ace,Cotton Spore,Ace,U-Turn,Ace,Giga Drain,Pro,Bounce,Pro,Memento,,,,,,
189,Jumpluff,Grass,Flying,Starter,Splash,Starter,Tail Whip,Starter,Absorb,Starter,Synthesis,Beginner,Tackle,Beginner,Poison Powder,Beginner,Stun Spore,Beginner,Sleep Powder,Beginner,Bullet Seed,Beginner,Fairy Wind,Amateur,Leech Seed,Amateur,Mega Drain,Ace,Acrobatics,Ace,Cotton Spore,Ace,U-Turn,Pro,Giga Drain,Pro,Bounce,Elite,Memento,,,,,,
190,Aipom,Normal,,Starter,Scratch,Starter,Tail Whip,Starter,Sand Attack,Beginner,Astonish,Beginner,Baton Pass,Beginner,Tickle,Amateur,Fury Swipes,Amateur,Swift,Amateur,Screech,Ace,Agility,Ace,Double Hit,Ace,Fling,Ace,Nasty Plot,Pro,Last Resort,,,,,,,,,,,,,,
191,Sunkern,Grass,,Starter,Tackle,Starter,Growth,Beginner,Absorb,Beginner,Mega Drain,Amateur,Razor Leaf,Amateur,Worry Seed,Amateur,Giga Drain,Amateur,Endeavor,Amateur,Synthesis,Ace,Solar Beam,Ace,Double-Edge,Ace,Sunny Day,Ace,Seed Bomb,,,,,,,,,,,,,,,,
192,Sunflora,Grass,,Starter,Pound,Starter,Growth,Starter,Ingrain,Beginner,Absorb,Beginner,Mega Drain,Beginner,Leech Seed,Amateur,Razor Leaf,Amateur,Worry Seed,Amateur,Giga Drain,Amateur,Bullet Seed,Amateur,Petal Dance,Ace,Solar Beam,Ace,Double-Edge,Ace,Sunny Day,Pro,Leaf Storm,Pro,Petal Blizzard,,,,,,,,,,
193,Yanma,Bug,Flying,Starter,Tackle,Starter,Gust,Beginner,Quick Attack,Beginner,Double Team,Beginner,Aerial Ace,Amateur,Detect,Amateur,Supersonic,Amateur,Uproar,Ace,String Shot,Ace,Ancient Power,Ace,Hypnosis,Pro,Wing Attack,Pro,Screech,Pro,U-Turn,Pro,Air Slash,Elite,Bug Buzz,,,,,,,,,,
194,Wooper,Water,Ground,Starter,Water Gun,Starter,Tail Whip,Starter,Rain Dance,Beginner,Mud Shot,Beginner,Mist,Beginner,Haze,Amateur,Slam,Amateur,Yawn,Amateur,Aqua Tail,Amateur,Muddy Water,Ace,Amnesia,Ace,Toxic,Ace,Earthquake,,,,,,,,,,,,,,,,
194,Paldean Wooper,Poison,Ground,Starter,Mud Shot,Starter,Tail Whip,Starter,Tackle,Beginner,Poison Tail,Beginner,Toxic Spikes,Amateur,Slam,Amateur,Yawn,Amateur,Poison Jab,Amateur,Sludge Wave,Ace,Amnesia,Ace,Toxic,Ace,Earthquake,,,,,,,,,,,,,,,,,,
195,Quagsire,Water,Ground,Starter,Water Gun,Starter,Tail Whip,Starter,Rain Dance,Starter,Mud Shot,Beginner,Mist,Beginner,Haze,Amateur,Slam,Amateur,Yawn,Amateur,Aqua Tail,Ace,Muddy Water,Ace,Amnesia,Pro,Toxic,Pro,Earthquake,,,,,,,,,,,,,,,,
196,Espeon,Psychic,,Starter,Tackle,Starter,Tail Whip,Starter,Growl,Starter,Helping Hand,Starter,Covet,Starter,Confusion,Starter,Sand Attack,Beginner,Quick Attack,Beginner,Baby-Doll Eyes,Amateur,Swift,Amateur,Psybeam,Ace,Morning Sun,Ace,Power Swap,Ace,Psychic,Pro,Psych Up,Pro,Future Sight,Elite,Last Resort,,,,,,,,
197,Umbreon,Dark,,Starter,Tackle,Starter,Tail Whip,Starter,Growl,Starter,Helping Hand,Starter,Covet,Starter,Snarl,Starter,Sand Attack,Beginner,Quick Attack,Beginner,Baby-Doll Eyes,Amateur,Confuse Ray,Amateur,Assurance,Ace,Moonlight,Ace,Guard Swap,Ace,Dark Pulse,Pro,Screech,Pro,Mean Look,Elite,Last Resort,,,,,,,,
198,Murkrow,Dark,Flying,Starter,Peck,Starter,Astonish,Starter,Gust,Beginner,Haze,Beginner,Wing Attack,Amateur,Night Shade,Amateur,Assurance,Ace,Taunt,Ace,Mean Look,Ace,Foul Play,Pro,Sucker Punch,Elite,Torment,Elite,Quash,,,,,,,,,,,,,,,,
199,Slowking,Water,Psychic,Starter,Tackle,Starter,Curse (Non Ghost-Type),Starter,Growl,Starter,Water Gun,Beginner,Yawn,Beginner,Confusion,Beginner,Disable,Amateur,Water Pulse,Amateur,Headbutt,Amateur,Zen Headbutt,Amateur,Amnesia,Ace,Surf,Ace,Slack Off,Ace,Psychic,Ace,Nasty Plot,Pro,Psych Up,Pro,Rain Dance,Pro,Heal Pulse,Pro,Swagger,,,,
199,Galarian Slowking,Poison,Psychic,Starter,Tackle,Starter,Curse (Non Ghost-Type),Starter,Growl,Starter,Acid,Starter,Eerie Spell,Beginner,Yawn,Beginner,Confusion,Beginner,Disable,Amateur,Water Pulse,Amateur,Headbutt,Amateur,Zen Headbutt,Amateur,Amnesia,Ace,Surf,Ace,Slack Off,Ace,Psychic,Pro,Psych Up,Pro,Rain Dance,Pro,Heal Pulse,,,,,,
200,Misdreavus,Ghost,,Starter,Confusion,Starter,Growl,Beginner,Astonish,Beginner,Confuse Ray,Amateur,Mean Look,Amateur,Hex,Amateur,Psybeam,Ace,Pain Split,Ace,Payback,Pro,Shadow Ball,Pro,Perish Song,Pro,Power Gem,,,,,,,,,,,,,,,,,,
201,Unown,Psychic,,Starter,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Wobbuffet,Psychic,,Starter,Counter,Starter,Mirror Coat,Starter,Safeguard,Starter,Destiny Bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Girafarig,Normal,Psychic,Starter,Tackle,Starter,Growl,Starter,Confusion,Beginner,Astonish,Beginner,Assurance,Beginner,Stomp,Amateur,Psybeam,Amateur,Agility,Amateur,Double Hit,Ace,Twin Beam,Ace,Crunch,Pro,Baton Pass,Pro,Nasty Plot,Pro,Psychic,,,,,,,,,,,,,,
204,Pineco,Bug,,Starter,Tackle,Starter,Protect,Beginner,Self Destruct,Beginner,Bug Bite,Beginner,Take Down,Amateur,Rapid Spin,Amateur,Rollout,Amateur,Curse (Ghost-Type),Amateur,Spikes,Ace,Payback,Ace,Explosion,Ace,Iron Defense,Pro,Gyro Ball,Pro,Double-Edge,,,,,,,,,,,,,,
205,Forretress,Bug,Steel,Starter,Tackle,Starter,Protect,Starter,Self Destruct,Starter,Bug Bite,Beginner,Take Down,Amateur,Rapid Spin,Amateur,Rollout,Amateur,Curse (Ghost-Type),Amateur,Spikes,Ace,Payback,Ace,Explosion,Ace,Heavy Slam,Pro,Iron Defense,Pro,Gyro Ball,Pro,Double-Edge,Elite,Magnet Rise,Elite,Zap Cannon,,,,,,,,
206,Dunsparce,Normal,,Starter,Flail,Starter,Defense Curl,Starter,Mud Slap,Beginner,Rollout,Beginner,Glare,Amateur,Screech,Amateur,Ancient Power,Amateur,Drill Run,Amateur,Yawn,Ace,Hyper Drill,Ace,Roost,Ace,Dragon Rush,Pro,Coil,Pro,Double-Edge,Pro,Endeavor,,,,,,,,,,,,
207,Gligar,Ground,Flying,Starter,Poison Sting,Starter,Sand Attack,Beginner,Harden,Beginner,Knock Off,Beginner,Quick Attack,Amateur,Fury Cutter,Amateur,Mud Slap,Amateur,Acrobatics,Amateur,Slash,Ace,U-Turn,Ace,Screech,Ace,X-Scissor,Pro,Earthquake,Pro,Swords Dance,Elite,Guillotine,,,,,,,,,,,,
208,Steelix,Steel,Ground,Starter,Tackle,Starter,Harden,Starter,Bind,Starter,Smack Down,Beginner,Rock Throw,Beginner,Autotomize,Beginner,Dragon Breath,Amateur,Curse (Non Ghost-Type),Amateur,Rock Slide,Amateur,Screech,Amateur,Sand Tomb,Ace,Crunch,Ace,Stealth Rock,Ace,Slam,Ace,Sandstorm,Pro,Dig,Pro,Iron Tail,Pro,Stone Edge,Elite,Double-Edge,Elite,Magnet Rise,,
208,Mega Steelix,Steel,Ground,Starter,Tackle,Starter,Harden,Starter,Bind,Starter,Smack Down,Beginner,Rock Throw,Beginner,Autotomize,Beginner,Dragon Breath,Amateur,Curse (Non Ghost-Type),Amateur,Rock Slide,Amateur,Screech,Amateur,Sand Tomb,Ace,Crunch,Ace,Stealth Rock,Ace,Slam,Ace,Sandstorm,Pro,Dig,Pro,Iron Tail,Pro,Stone Edge,Elite,Double-Edge,Elite,Magnet Rise,,
209,Snubbull,Fairy,,Starter,Tackle,Starter,Scary Face,Starter,Tail Whip,Beginner,Charm,Beginner,Bug Bite,Beginner,Lick,Amateur,Headbutt,Amateur,Roar,Ace,Taunt,Ace,Play Rough,Pro,Payback,Pro,Crunch,,,,,,,,,,,,,,,,,,
210,Granbull,Fairy,,Starter,Tackle,Starter,Scary Face,Starter,Tail Whip,Beginner,Charm,Beginner,Bug Bite,Beginner,Lick,Amateur,Headbutt,Amateur,Roar,Ace,Taunt,Pro,Play Rough,Pro,Payback,Elite,Crunch,Master,Outrage,,,,,,,,,,,,,,,,
211,Qwilfish,Water,Poison,Starter,Tackle,Starter,Poison Sting,Starter,Harden,Beginner,Water Gun,Beginner,Fell Stinger,Amateur,Minimize,Amateur,Spikes,Amateur,Brine,Amateur,Poison Jab,Ace,Pin Missile,Ace,Toxic Spikes,Ace,Stockpile,Ace,Spit Up,Pro,Toxic,Pro,Aqua Tail,Pro,Acupressure,Elite,Destiny Bond,,,,,,,,
211,Hisuian Qwilfish,Dark,Poison,Starter,Tackle,Starter,Poison Sting,Starter,Harden,Beginner,Bite,Beginner,Fell Stinger,Amateur,Minimize,Amateur,Spikes,Amateur,Brine,Amateur,Barb Barrage,Ace,Pin Missile,Ace,Toxic Spikes,Ace,Stockpile,Ace,Spit Up,Pro,Toxic,Pro,Crunch,Pro,Acupressure,Elite,Destiny Bond,,,,,,,,
212,Scizor,Bug,Steel,Starter,Leer,Starter,Quick Attack,Beginner,Metal Claw,Beginner,False Swipe,Amateur,Agility,Amateur,Air Slash,Amateur,Double Team,Amateur,Double Hit,Amateur,Slash,Amateur,Fury Cutter,Amateur,Focus Energy,Ace,Iron Defense,Ace,Iron Head,Ace,X-Scissor,Pro,Swords Dance,,,,,,,,,,,,
212,Mega Scizor,Bug,Steel,Starter,Leer,Starter,Quick Attack,Beginner,Metal Claw,Beginner,False Swipe,Amateur,Agility,Amateur,Air Slash,Amateur,Double Team,Amateur,Double Hit,Amateur,Slash,Amateur,Fury Cutter,Amateur,Focus Energy,Ace,Iron Defense,Ace,Iron Head,Ace,X-Scissor,Pro,Swords Dance,,,,,,,,,,,,
213,Shuckle,Bug,Rock,Starter,Withdraw,Starter,Wrap,Starter,Rollout,Beginner,Struggle Bug,Beginner,Rock Throw,Amateur,Safeguard,Amateur,Rest,Ace,Bug Bite,Ace,Power Split,Ace,Guard Split,Ace,Rock Slide,Pro,Gastro Acid,Pro,Sticky Web,Elite,Power Trick,Elite,Stone Edge,Elite,Shell Smash,,,,,,,,,,
214,Heracross,Bug,Fighting,Starter,Tackle,Starter,Leer,Starter,Arm Thrust,Starter,Fury Attack,Beginner,Endure,Beginner,Aerial Ace,Amateur,Horn Attack,Amateur,Counter,Ace,Brick Break,Ace,Pin Missile,Ace,Throat Chop,Pro,Thrash,Pro,Swords Dance,Elite,Megahorn,Elite,Close Combat,,,,,,,,,,,,
